0,0
0.0021,0.0412
0.0078,0.1152
0.0171,0.1855
0.0303,0.2653
0.0483,0.3582
0.0716,0.4665
0.1012,0.5915
0.1379,0.7339
0.1826,0.8945
0.2363,1.0751
0.3003,1.2785
0.3757,1.5086
0.4615,1.7159
0.5489,1.7475
0.6357,1.7364
0.7223,1.7324
0.8091,1.7368
0.8964,1.7464
0.9845,1.7612
1.0736,1.7827
1.1643,1.8136
1.2572,1.8569
1.3526,1.9083
1.4503,1.9554
1.5504,2.0003
1.6527,2.0474
1.7577,2.0985
1.8654,2.1551
1.9763,2.2172
2.0886,2.2466
2.1993,2.2138
2.3085,2.1841
2.4217,2.2637
2.532,2.2055
2.6317,1.9943
2.7192,1.7497
2.7934,1.4856
2.8545,1.2214
2.9036,0.9815
2.9431,0.7906
2.9774,0.6858
3.0105,0.6619
3.0433,0.6559
3.0743,0.6199
3.1045,0.6047
3.1337,0.5825
3.1611,0.5491
3.1863,0.5045
3.2089,0.4503
3.2283,0.3882
3.2443,0.3203
3.2567,0.2479
3.2653,0.1722
3.27,0.0943
