0,0
-0.0022,-0.0441
-0.009,-0.1346
-0.0205,-0.2318
-0.037,-0.3293
-0.0584,-0.4278
-0.0847,-0.5278
-0.1162,-0.6293
-0.1528,-0.7329
-0.1948,-0.8387
-0.2421,-0.9473
-0.295,-1.058
-0.3536,-1.1717
-0.418,-1.2874
-0.4882,-1.4044
-0.5643,-1.5215
-0.6448,-1.6105
-0.7262,-1.6282
-0.8079,-1.6349
-0.8902,-1.6449
-0.9732,-1.66
-1.0572,-1.6805
-1.1425,-1.7065
-1.2295,-1.7385
-1.3183,-1.7773
-1.4095,-1.8239
-1.5034,-1.8775
-1.6,-1.9324
-1.6993,-1.9856
-1.8012,-2.0382
-1.9057,-2.0904
-2.0129,-2.1434
-2.1228,-2.1972
-2.2354,-2.252
-2.3508,-2.3083
-2.469,-2.3657
-2.5903,-2.4244
-2.7145,-2.4844
-2.8418,-2.5455
-2.9721,-2.6068
-3.1032,-2.6215
-3.2336,-2.6082
-3.3634,-2.5959
-3.4927,-2.585
-3.6214,-2.5754
-3.7498,-2.5667
-3.8769,-2.5418
-4,-2.4629
-4.119,-2.3803
-4.234,-2.2986
-4.3448,-2.2178
-4.4517,-2.1376
-4.5546,-2.058
-4.6536,-1.9789
-4.7486,-1.9002
-4.8397,-1.822
-4.9269,-1.7441
-5.0102,-1.6665
-5.0897,-1.5893
-5.1653,-1.5122
-5.2371,-1.4355
-5.305,-1.359
-5.3692,-1.2827
-5.4295,-1.2067
-5.4861,-1.1308
-5.5388,-1.0552
-5.5878,-0.9797
-5.633,-0.9044
-5.6745,-0.8293
-5.7122,-0.7544
-5.7462,-0.6796
-5.7764,-0.605
-5.8029,-0.5305
-5.8258,-0.4561
-5.8448,-0.3818
-5.8603,-0.3075
-5.8719,-0.2332
-5.8799,-0.1592
-5.8841,-0.0853
