0,0
-0.0031,-0.0624
-0.0122,-0.1812
-0.0271,-0.2994
-0.048,-0.4175
-0.0748,-0.5352
-0.1074,-0.6523
-0.1458,-0.7685
-0.19,-0.8839
-0.2399,-0.9979
-0.2954,-1.1104
-0.3564,-1.2208
-0.4228,-1.3286
-0.4945,-1.4331
-0.5712,-1.5333
-0.6526,-1.6283
-0.7384,-1.7165
-0.8282,-1.7966
-0.9216,-1.8675
-1.0154,-1.8766
-1.1027,-1.7447
-1.1859,-1.6656
-1.2683,-1.6476
-1.3538,-1.7088
-1.4463,-1.851
-1.5481,-2.0365
-1.6614,-2.2657
-1.7878,-2.5276
-1.9245,-2.7338
-2.0675,-2.8609
-2.215,-2.95
-2.3651,-3.0018
-2.5163,-3.0231
-2.6674,-3.0229
-2.8179,-3.0091
-2.9673,-2.9883
-3.1156,-2.9646
-3.2626,-2.9406
-3.4084,-2.9177
-3.5533,-2.8967
-3.6971,-2.8778
-3.8402,-2.8608
-3.9825,-2.846
-4.1242,-2.8327
-4.2656,-2.8276
-4.4087,-2.8625
-4.5529,-2.8854
-4.6983,-2.9072
-4.8449,-2.9328
-4.9931,-2.9631
-5.1419,-2.9768
-5.2867,-2.8958
-5.4266,-2.7989
-5.5617,-2.7006
-5.6919,-2.6041
-5.818,-2.5225
-5.941,-2.4595
-6.0618,-2.4155
-6.1814,-2.3924
-6.301,-2.3935
-6.4225,-2.4291
-6.5464,-2.4772
-6.662,-2.312
-6.7652,-2.064
-6.8546,-1.7891
-6.9292,-1.4922
-6.988,-1.1747
-7.0301,-0.8429
-7.0559,-0.5165
-7.0678,-0.237
-7.0717,-0.0787
-7.0751,-0.0667
-7.0783,-0.0641
-7.0835,-0.1052
-7.0912,-0.1535
-7.1021,-0.2174
-7.1149,-0.2561
-7.1275,-0.2523
-7.1384,-0.2181
-7.1466,-0.1632
-7.1513,-0.0955
-7.1523,-0.0193
