0,0
0.0019,0.0383
0.0075,0.1115
0.0167,0.185
0.0297,0.2588
0.0463,0.3326
0.0666,0.4065
0.0906,0.4805
0.1184,0.5547
0.1498,0.6291
0.185,0.7037
0.2239,0.7787
0.2666,0.8541
0.3131,0.9301
0.3635,1.0069
0.4177,1.0847
0.4759,1.1638
0.5382,1.2447
0.6045,1.328
0.6753,1.4145
0.7506,1.5054
0.8306,1.6024
0.916,1.7075
1.007,1.8199
1.0989,1.8385
1.1897,1.8146
1.2792,1.7912
1.3676,1.7672
1.4545,1.7376
1.5395,1.7
1.623,1.6706
1.7058,1.6562
1.7886,1.6555
1.872,1.6673
1.9565,1.6915
2.043,1.7299
2.132,1.7794
2.2232,1.8242
2.3163,1.8621
2.4112,1.8966
2.5077,1.9309
2.6061,1.9675
2.7065,2.0077
2.809,2.0518
2.9141,2.0999
3.0216,2.1519
3.132,2.2072
3.2453,2.2654
3.3614,2.3229
3.4752,2.2763
3.5769,2.0329
3.6734,1.9297
3.7692,1.9168
3.8644,1.9043
3.959,1.8918
4.0529,1.8786
4.1462,1.8647
4.2386,1.8492
4.3302,1.832
4.4208,1.8123
4.5103,1.7897
4.5985,1.7637
4.6852,1.7334
4.7701,1.6986
4.8531,1.6585
4.9337,1.6126
5.0117,1.5607
5.0868,1.5024
5.1587,1.4374
5.227,1.366
5.2914,1.2881
5.3516,1.2041
5.4073,1.1136
5.4583,1.0203
5.5045,0.9239
5.5457,0.8247
5.5819,0.7237
5.613,0.6222
5.6391,0.5222
5.6604,0.4253
5.677,0.3322
5.6893,0.2461
5.6977,0.1684
5.7028,0.1025
5.7055,0.0539
5.7074,0.0371
5.7097,0.0463
5.7123,0.0508
5.7145,0.0457
5.7168,0.0451
5.7181,0.0261
5.7193,0.0246
5.7212,0.0371
5.7233,0.0426
5.7253,0.0406
5.7269,0.0304
5.7276,0.0148
5.7278,0.0048
