0,0
0.0018,0.0347
0.0066,0.0973
0.0144,0.1566
0.0252,0.2155
0.0389,0.2743
0.0555,0.3322
0.075,0.3899
0.0973,0.4464
0.1224,0.5022
0.1503,0.5572
0.1808,0.6111
0.214,0.6642
0.2499,0.7166
0.2883,0.7685
0.3293,0.8205
0.373,0.8731
0.4193,0.9273
0.4685,0.9841
0.5207,1.0444
0.5762,1.1099
0.6353,1.1816
0.698,1.2537
0.7649,1.3379
0.8365,1.433
0.9133,1.5361
0.9957,1.648
1.0841,1.7668
1.1742,1.8022
1.2639,1.7936
1.3531,1.7845
1.4418,1.7735
1.5298,1.7612
1.6172,1.7481
1.7039,1.7342
1.7899,1.7188
1.8749,1.7005
1.9587,1.6765
2.0409,1.6445
2.1215,1.6105
2.2008,1.5867
2.2794,1.5727
2.3578,1.5665
2.4361,1.5667
2.5148,1.573
2.594,1.5844
2.6741,1.6018
2.7554,1.6261
2.8383,1.658
2.9232,1.6989
3.0095,1.7257
3.0906,1.6217
3.1649,1.4863
3.2329,1.359
3.2949,1.2413
3.3515,1.131
3.4028,1.0266
3.4492,0.927
3.4907,0.8312
3.5277,0.738
3.56,0.6475
3.5879,0.5587
3.6116,0.4712
3.6308,0.3852
3.6458,0.2996
3.6566,0.2149
3.6631,0.1309
3.6654,0.0466
