0,0
0.0022,0.0429
0.0086,0.1289
0.0195,0.2189
0.035,0.3097
0.055,0.401
0.0796,0.493
0.1089,0.5852
0.1429,0.6787
0.1815,0.7729
0.2249,0.8679
0.2731,0.9639
0.3261,1.0608
0.384,1.1584
0.4469,1.2565
0.5146,1.3545
0.5872,1.4519
0.6645,1.5476
0.7466,1.6408
0.8331,1.7304
0.9239,1.8149
1.0185,1.8932
1.1163,1.9556
1.217,2.0141
1.3204,2.0691
1.4262,2.116
1.5339,2.1541
1.643,2.1813
1.748,2.1007
1.846,1.9594
1.9369,1.8184
2.0209,1.6794
2.098,1.5417
2.1682,1.4048
2.2317,1.2686
2.2884,1.134
2.3385,1.0023
2.3823,0.8762
2.4202,0.7586
2.4532,0.6594
2.4825,0.5855
2.5091,0.5336
2.5342,0.5019
2.5587,0.4895
2.5835,0.4954
2.6094,0.5193
2.6375,0.5604
2.6683,0.6176
2.7029,0.6902
2.7417,0.7776
2.7848,0.8619
2.8276,0.855
2.8696,0.8405
2.9105,0.8177
2.9498,0.7855
2.9871,0.7458
3.0221,0.7002
3.0546,0.6498
3.0843,0.5956
3.1113,0.5387
3.1352,0.4792
3.1561,0.4181
3.1739,0.3555
3.1885,0.2914
3.1999,0.2269
3.2079,0.1613
3.2127,0.0955
3.2142,0.0293
